id,ids_prism,ids_espn,ids_fantasypros,ids_gsis,ids_nffc,ids_pfr,ids_sleeper,ids_sportradar,ids_wikidata,ids_yahoo,names_boxscore,names_givenFirst,names_firstLast,names_lastFirst,names_lastFirstInit,names_givenFull,names_suffix,names_display,names_last,names_first,names_middle,profile_birthDate,profile_birthYear,profile_birthMonth,profile_birthDay
hw0ec25wxd,hw0ec25wxd,5103197,28423,00-0040919,23247,MontTy02,13600,26b1d8a0-4198-11f1-a9c5-c5da6e8614a1,Q137907188,42896,T.Montgomery,Tyren,Tyren Montgomery,"Montgomery, Tyren","Montgomery, T",Tyren Montgomery,,Tyren Montgomery,Montgomery,Tyren,,2001-07-03,2001,07,03
hx30jszbgh,hx30jszbgh,4360423,22973,00-0039917,20298,PeniMi00,11559,6499a161-b221-4591-b122-d99ece1be64b,Q101503854,40889,M.Penix,Michael,Michael Penix,"Penix, Michael","Penix, M",Michael Penix Jr.,Jr.,Michael Penix Jr.,Penix,Michael,,2000-05-08,2000,05,08
j04zvqe574,j04zvqe574,4360939,19794,00-0036550,18785,BateRa00,7571,d9f8b92b-69d4-4d83-9bf2-106ee523efed,Q77352940,33415,R.Bateman,Rashod,Rashod Bateman,"Bateman, Rashod","Bateman, R",Rashod Bateman,,Rashod Bateman,Bateman,Rashod,,1999-11-29,1999,11,29
j0cl644llr,j0cl644llr,3916945,18706,00-0035535,17512,SlayDa01,6149,82ed30a5-54a8-4ed0-b040-99c3a78fb055,Q63351201,32003,D.Slayton,Darius,Darius Slayton,"Slayton, Darius","Slayton, D",Darius Slayton,,Darius Slayton,Slayton,Darius,,1997-01-12,1997,01,12
j2b58jpzmh,j2b58jpzmh,4869748,28132,00-0041051,23013,ThomZa05,13411,3f22d5fe-e6e4-4aab-8992-caf75caf999a,Q137386042,42711,Z.Thomas,Zavion,Zavion Thomas,"Thomas, Zavion","Thomas, Z",Zavion Thomas,,Zavion Thomas,Thomas,Zavion,,2004-02-14,2004,02,14
j37w40wh6r,j37w40wh6r,4686104,25295,00-0039236,21145,WilsJo03,11636,e8d389b5-56c8-4276-9983-0dbcc1663507,Q114364019,41089,J.Wilson,Johnny,Johnny Wilson,"Wilson, Johnny","Wilson, J",Johnny Wilson,,Johnny Wilson,Wilson,Johnny,,2001-04-03,2001,04,03
j4es7wry24,j4es7wry24,3843945,18397,00-0034981,17548,MoreFo00,5985,9c3a67fd-5c6e-4689-9e08-9ff6d4db6c9a,Q63349672,31969,F.Moreau,Foster,Foster Moreau,"Moreau, Foster","Moreau, F",Foster Moreau,,Foster Moreau,Moreau,Foster,,1997-05-06,1997,05,06
j749nzlhnd,j749nzlhnd,4429466,27916,00-0040628,22871,DabnDr00,13210,7afbcb90-2f70-11f0-8052-89a0c8fe065f,Q137610464,42523,D.Dabney,Drake,Drake Dabney,"Dabney, Drake","Dabney, D",Drake Dabney,,Drake Dabney,Dabney,Drake,,2002-05-14,2002,05,14
j9nfnk3l0w,j9nfnk3l0w,3127586,16445,00-0033955,15441,McNiJe00,4219,25cc3585-6194-4786-968a-2600db46b6c6,Q27662503,30275,J.McNichols,Jeremy,Jeremy McNichols,"McNichols, Jeremy","McNichols, J",Jeremy McNichols,,Jeremy McNichols,McNichols,Jeremy,,1995-12-26,1995,12,26
j9qxflzcs0,j9qxflzcs0,4433970,23018,00-0039923,21150,McCaJJ00,11565,587cc3c3-aeda-4ac7-8803-a7e4db195534,Q108913383,40905,J.McCarthy,Jonathan,J.J. McCarthy,"McCarthy, J.J.","McCarthy, J",Jonathan McCarthy,,J.J. McCarthy,McCarthy,J.J.,,2003-01-20,2003,01,20
jcfywbm7bw,jcfywbm7bw,4361516,24238,00-0038115,19625,BellDa00,8225,42a1c03e-790e-46ba-b0d5-d304e44c02c7,Q111317399,34068,D.Bellinger,Daniel,Daniel Bellinger,"Bellinger, Daniel","Bellinger, D",Daniel Bellinger,,Daniel Bellinger,Bellinger,Daniel,,2000-09-22,2000,09,22
jcrzlqsrn4,jcrzlqsrn4,4240657,22728,00-0036924,18828,CartMi03,7607,7f119181-4c9f-4a9f-bccc-357277b64a8d,Q104742000,33495,M.Carter,Michael,Michael Carter,"Carter, Michael","Carter, M",Michael Carter,,Michael Carter,Carter,Michael,,1999-05-07,1999,05,07
jf12kg6vgh,jf12kg6vgh,4258595,19229,00-0036290,18010,KmetCo00,6826,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,Q77347893,32713,C.Kmet,Cole,Cole Kmet,"Kmet, Cole","Kmet, C",Cole Kmet,,Cole Kmet,Kmet,Cole,,1999-03-10,1999,03,10
jfr5lh7zt4,jfr5lh7zt4,3045523,17066,00-0033307,15671,BourKe00,4454,5aba3610-ab55-4922-ac46-806ded5eb8bf,Q36094089,30551,K.Bourne,Kendrick,Kendrick Bourne,"Bourne, Kendrick","Bourne, K",Kendrick Bourne,,Kendrick Bourne,Bourne,Kendrick,,1995-08-04,1995,08,04
jj45558tfm,jj45558tfm,4685512,27329,00-0041512,22938,PricJa02,13286,17b64129-5118-4525-ac9a-d79ff5313568,Q130211010,42654,J.Price,Jadarian,Jadarian Price,"Price, Jadarian","Price, J",Jadarian Price,,Jadarian Price,Price,Jadarian,,2003-10-09,2003,10,09
jmlwr08vpm,jmlwr08vpm,4032473,24687,00-0037545,19934,ShahRa00,8676,e1ecc660-cc9f-11ec-952e-a10f2c98fc4d,Q114709187,34659,R.Shaheed,Rashid,Rashid Shaheed,"Shaheed, Rashid","Shaheed, R",Rashid Shaheed,,Rashid Shaheed,Shaheed,Rashid,,1998-08-31,1998,08,31
jnz6bep8rm,jnz6bep8rm,4428811,23957,00-0039521,21176,WeavXa00,11921,ffd59710-0582-11ef-823c-c3942ac17525,Q122372530,41202,X.Weaver,Xavier,Xavier Weaver,"Weaver, Xavier","Weaver, X",Xavier Weaver,,Xavier Weaver,Weaver,Xavier,,2000-10-12,2000,10,12
jskvzdfjy0,jskvzdfjy0,4431299,25411,00-0039919,20335,OdunRo00,11620,f64694e0-0381-11ef-973d-5176a0ecbee4,Q114564449,40901,R.Odunze,Rome,Rome Odunze,"Odunze, Rome","Odunze, R",Rome Odunze,,Rome Odunze,Odunze,Rome,,2002-06-03,2002,06,03
jt3c5z463d,jt3c5z463d,4696981,27166,00-0040715,22077,SkatCa00,12481,e1f0c72d-f4d0-4c24-93a4-8a12b9a2efd2,Q123653630,41922,C.Skattebo,Cameron,Cam Skattebo,"Skattebo, Cam","Skattebo, C",Cameron Skattebo,,Cam Skattebo,Skattebo,Cam,,2002-02-05,2002,02,05
jvce75t0p0,jvce75t0p0,4385690,25247,00-0038933,20300,KincDa00,10236,b961fa15-0676-4948-b95f-56d06319d40e,Q113662126,40048,D.Kincaid,Dalton,Dalton Kincaid,"Kincaid, Dalton","Kincaid, D",Dalton Kincaid,,Dalton Kincaid,Kincaid,Dalton,,1999-10-18,1999,10,18
jwgpd4n6lw,jwgpd4n6lw,5092508,26037,00-0041069,23080,YounCo01,13477,044ebd08-c458-40ca-8c97-51c6e15abdb8,Q122397098,42762,C.Young,Colbie,Colbie Young,"Young, Colbie","Young, C",Colbie Young,,Colbie Young,Young,Colbie,,2002-07-24,2002,07,24
jwyt7xhn2m,jwyt7xhn2m,4372561,26392,00-0039363,21178,GuerIs00,11651,eac64b21-6e9e-447a-bf18-8a00b5c12871,Q124209497,40998,I.Guerendo,Isaac,Isaac Guerendo,"Guerendo, Isaac","Guerendo, I",Isaac Guerendo,,Isaac Guerendo,Guerendo,Isaac,,2000-06-28,2000,06,28
jyq8eex4d4,jyq8eex4d4,2577417,15600,00-0033077,14553,PresDa01,3294,86197778-8d4b-4eba-affe-08ef7be7c70b,Q16235747,29369,D.Prescott,Rayne,Dak Prescott,"Prescott, Dak","Prescott, D",Rayne Prescott,,Dak Prescott,Prescott,Dak,,1993-07-29,1993,07,29
k0s7m7592m,k0s7m7592m,4372019,22921,00-0037267,19443,FordJe00,8143,cdc61676-6592-43f9-a4a6-d29ce52ac8f4,Q108928936,34112,J.Ford,Jerome,Jerome Ford,"Ford, Jerome","Ford, J",Jerome Ford,,Jerome Ford,Ford,Jerome,,1999-09-12,1999,09,12
k3gtnf1kkh,k3gtnf1kkh,4685415,26034,00-0040718,22058,HuntTr00,12530,4a975d4c-d7cd-45ef-b258-db45187140eb,Q110442577,41787,T.Hunter,Travis,Travis Hunter,"Hunter, Travis","Hunter, T",Travis Hunter,,Travis Hunter,Hunter,Travis,,2003-05-18,2003,05,18
k50z324c5h,k50z324c5h,4429086,23056,00-0039066,20282,MayeMi00,9482,31f4645a-7ccb-4633-8580-2fca361beb4f,Q104744550,40065,M.Mayer,Michael,Michael Mayer,"Mayer, Michael","Mayer, M",Michael Mayer,,Michael Mayer,Mayer,Michael,,2001-07-06,2001,07,06
k5qh8h5f68,k5qh8h5f68,4035687,19278,00-0036252,17995,PittMi01,6819,1aefd5e2-1f85-471a-91a5-4aad4cf6fe6d,Q72488713,32704,M.Pittman,Michael,Michael Pittman,"Pittman, Michael","Pittman, M",Michael Pittman,,Michael Pittman,Pittman,Michael,,1997-10-05,1997,10,05
k98fygzkww,k98fygzkww,8439,9001,00-0023459,5712,RodgAa00,96,0ce48193-e2fa-466e-a986-33f751add206,Q302581,7200,A.Rodgers,Aaron,Aaron Rodgers,"Rodgers, Aaron","Rodgers, A",Aaron Rodgers,,Aaron Rodgers,Rodgers,Aaron,,1983-12-02,1983,12,02
kbm4bnqlyd,kbm4bnqlyd,4372716,25772,00-0038519,22034,RemiNi00,11320,52b850b0-ec3b-11ed-aeaf-cb0dc6206dc5,Q118410935,40571,N.Remigio,Nikko,Nikko Remigio,"Remigio, Nikko","Remigio, N",Nikko Remigio,,Nikko Remigio,Remigio,Nikko,,1999-11-04,1999,11,04
kbqg44kl7r,kbqg44kl7r,3929785,19747,00-0036182,18719,WestNi00,7496,5e63e674-adf3-4f4e-929e-4a0ff2cfb1df,Q99337066,33348,N.Westbrook-Ikhine,Nick,Nick Westbrook-Ikhine,"Westbrook-Ikhine, Nick","Westbrook-Ikhine, N",Nick Westbrook-Ikhine,,Nick Westbrook-Ikhine,Westbrook-Ikhine,Nick,,1997-03-21,1997,03,21
kbwht1sv1m,kbwht1sv1m,4722908,24561,00-0037292,19689,OgleAn00,8489,59f460a8-b5af-40e6-840c-429762b278b3,Q111788647,34148,A.Ogletree,Andrew,Andrew Ogletree,"Ogletree, Andrew","Ogletree, A",Andrew Ogletree,,Andrew Ogletree,Ogletree,Andrew,,1998-07-28,1998,07,28
kc7rjpxprh,kc7rjpxprh,4431574,23144,00-0041483,22942,StowEl00,13349,287b7f15-ebe2-433f-af00-b1755576f8f8,Q130437351,42676,E.Stowers,Eli,Eli Stowers,"Stowers, Eli","Stowers, E",Eli Stowers,,Eli Stowers,Stowers,Eli,,2003-04-15,2003,04,15
kctnggwtzd,kctnggwtzd,4430841,22953,00-0041561,23003,BeckCa01,13272,a67c28ce-9e03-46f1-9fb6-b5ef70eb20db,Q115536933,42687,C.Beck,Carson,Carson Beck,"Beck, Carson","Beck, C",Carson Beck,,Carson Beck,Beck,Carson,,2001-11-19,2001,11,19
kmxbbgpqgw,kmxbbgpqgw,4362748,23812,00-0037085,19473,BadiTy00,8208,e62678b9-9816-420f-bf86-398e7fea7063,Q108760978,34152,T.Badie,Tyler,Tyler Badie,"Badie, Tyler","Badie, T",Tyler Badie,,Tyler Badie,Badie,Tyler,,1999-02-07,1999,02,07
kn7ztbe0xd,kn7ztbe0xd,3046439,15561,00-0033090,14968,HenrHu00,3214,705899da-3c20-4bc3-b5d0-2e6e40655131,Q16729769,29269,H.Henry,Hunter,Hunter Henry,"Henry, Hunter","Henry, H",Hunter Henry,,Hunter Henry,Henry,Hunter,,1994-12-07,1994,12,07
knc1b1h88h,knc1b1h88h,4241476,25813,00-0038679,20932,ShavTy00,11377,07eb12f0-f011-11ed-ac82-d7e41925e5ba,Q120628723,40630,T.Shavers,Tyrell,Tyrell Shavers,"Shavers, Tyrell","Shavers, T",Tyrell Shavers,,Tyrell Shavers,Shavers,Tyrell,,1999-08-18,1999,08,18
kq8x90t8jw,kq8x90t8jw,4035004,18587,00-0035140,17053,HardMe00,5917,fe6dc768-d576-476c-b150-53b85af2a1d1,Q62081152,31888,M.Hardman,Carey,Mecole Hardman,"Hardman, Mecole","Hardman, M",Carey Hardman,,Mecole Hardman,Hardman,Mecole,,1998-03-12,1998,03,12
kqtvg8eer0,kqtvg8eer0,4608686,27131,00-0040236,22119,MonaKy00,12534,6edec23b-f938-40f7-a151-1db5374880dd,Q123583355,42025,K.Monangai,Kyle,Kyle Monangai,"Monangai, Kyle","Monangai, K",Kyle Monangai,,Kyle Monangai,Monangai,Kyle,,2002-06-06,2002,06,06
krhnlsgw44,krhnlsgw44,4035538,18239,00-0035685,17016,MontDa01,5892,1c9e1cd5-8cb1-4a15-a2c8-3a0c0fd5423c,Q48977154,31905,D.Montgomery,David,David Montgomery,"Montgomery, David","Montgomery, D",David Montgomery,,David Montgomery,Montgomery,David,,1997-06-07,1997,06,07
l4x2ghv0m0,l4x2ghv0m0,4685477,27326,00-0041129,23189,MillJa03,13403,e7144c4a-1dd7-4474-b033-ad06e08f1745,Q130258565,42867,J.Miller,Jamarion,Jam Miller,"Miller, Jam","Miller, J",Jamarion Miller,,Jam Miller,Miller,Jam,,2004-04-29,2004,04,29
l73qpm0280,l73qpm0280,4696882,26011,00-0039792,21138,WalkDe01,11629,b5d1ed29-c72a-45ff-ae60-337e13728b2f,Q121176764,40991,D.Walker,Devontez,Devontez Walker,"Walker, Devontez","Walker, D",Devontez Walker,,Devontez Walker,Walker,Devontez,,2001-06-19,2001,06,19
l7bgkc8lmm,l7bgkc8lmm,3121422,18466,00-0035659,17062,McLaTe00,5927,7e8c4641-2beb-4213-ba22-69fe0307005f,Q63347408,31908,T.McLaurin,Terry,Terry McLaurin,"McLaurin, Terry","McLaurin, T",Terry McLaurin,,Terry McLaurin,McLaurin,Terry,,1995-09-15,1995,09,15
l7zbs4j8nh,l7zbs4j8nh,4686472,23080,00-0038976,20293,MimsMa00,9494,fcd780e6-6d43-4c2e-b740-59ae09911345,Q100307864,40090,M.Mims,Marvin,Marvin Mims,"Mims, Marvin","Mims, M",Marvin Mims Jr.,Jr.,Marvin Mims Jr.,Mims,Marvin,,2002-03-19,2002,03,19
lbtk361w1r,lbtk361w1r,4712579,28140,00-0041342,23295,BellDi00,13621,8206b840-419f-11f1-8b6b-0d6e41126fa4,Q123739228,42914,D.Bell,Dillon,Dillon Bell,"Bell, Dillon","Bell, D",Dillon Bell,,Dillon Bell,Bell,Dillon,,2003-11-06,2003,11,06
lhj052p574,lhj052p574,3895856,17268,00-0034775,16132,KirkCh01,4950,ebcd87ce-218c-4144-810b-921c2f59d6e8,Q25256576,31017,C.Kirk,Christian,Christian Kirk,"Kirk, Christian","Kirk, C",Christian Kirk,,Christian Kirk,Kirk,Christian,,1996-11-18,1996,11,18
ljl1cq6eq8,ljl1cq6eq8,4685381,24379,00-0040895,23211,HendEm00,13313,6be3c204-6a34-4395-82e1-5c7ed857abe0,Q136399902,42821,E.Henderson,Emmanuel,Emmanuel Henderson,"Henderson, Emmanuel","Henderson, E",Emmanuel Henderson Jr.,Jr.,Emmanuel Henderson Jr.,Henderson,Emmanuel,,2003-03-21,2003,03,21
lk7jngzflm,lk7jngzflm,3917315,18600,00-0035228,17009,MurrKy00,5849,dd5a6b6e-ffae-45a5-b8e6-718a9251f374,Q18648942,31833,K.Murray,Kyler,Kyler Murray,"Murray, Kyler","Murray, K",Kyler Murray,,Kyler Murray,Murray,Kyler,,1997-08-07,1997,08,07
lklwmrqhxh,lklwmrqhxh,4690013,25983,00-0039796,21167,AlixRa00,11570,9aeb79b0-e55b-4341-8c6b-233971b667a7,Q122866013,41033,R.Ali,Rasheen,Rasheen Ali,"Ali, Rasheen","Ali, R",Rasheen Ali,,Rasheen Ali,Ali,Rasheen,,2001-02-16,2001,02,16
llhrbee1eh,llhrbee1eh,4590292,23039,00-0040225,22100,FidoTh00,12715,0e21445d-6318-43ce-ba78-310ee648b602,Q130603051,42004,T.Fidone,Thomas,Thomas Fidone,"Fidone, Thomas","Fidone, T",Thomas Fidone II,II,Thomas Fidone II,Fidone,Thomas,,2002-09-20,2002,09,20
lm85khl70m,lm85khl70m,4360078,23791,00-0037664,19463,PierAl00,8142,a67ee8f8-e9de-4fb9-90b6-edca2f83f6d8,Q108858703,34008,A.Pierce,Alec,Alec Pierce,"Pierce, Alec","Pierce, A",Alec Pierce,,Alec Pierce,Pierce,Alec,,2000-05-02,2000,05,02
ltvjyjmb8r,ltvjyjmb8r,4871023,26009,00-0041438,22929,TateCa00,13279,a8693aee-cde4-464f-a0d8-355fb72c041d,Q121991604,42626,C.Tate,Carnell,Carnell Tate,"Tate, Carnell","Tate, C",Carnell Tate,,Carnell Tate,Tate,Carnell,,2005-01-19,2005,01,19
lv4x9ft9z0,lv4x9ft9z0,4596602,27259,00-0040078,22117,SmitBr09,12455,3170164a-1718-4a39-9ef2-e18104e35fef,Q123412413,42012,B.Smith,Brashard,Brashard Smith,"Smith, Brashard","Smith, B",Brashard Smith,,Brashard Smith,Smith,Brashard,,2003-04-11,2003,04,11
lxk6v8ftmh,lxk6v8ftmh,4685526,24367,00-0040888,22960,RandAd00,13302,4fa0fbdb-05a1-4ca0-89dd-f999978b5827,Q121030748,42780,A.Randall,Adam,Adam Randall,"Randall, Adam","Randall, A",Adam Randall,,Adam Randall,Randall,Adam,,2004-07-14,2004,07,14
lze60g94tr,lze60g94tr,16733,12127,00-0031235,12688,BeckOd00,2078,354dec38-b88b-4ba0-8974-859123f27c45,Q16212482,27540,O.Beckham,Odell,Odell Beckham,"Beckham, Odell","Beckham, O",Odell Beckham Jr.,Jr.,Odell Beckham Jr.,Beckham,Odell,,1992-11-05,1992,11,05
m22wg4v39m,m22wg4v39m,4678008,26148,00-0039344,21133,BrooJo02,11583,5c842941-844b-4f6a-bce4-26b377146674,Q122789703,40926,J.Brooks,Jonathon,Jonathon Brooks,"Brooks, Jonathon","Brooks, J",Jonathon Brooks,,Jonathon Brooks,Brooks,Jonathon,,2003-07-21,2003,07,21
m4lg68kvw8,m4lg68kvw8,4361100,26436,00-0039305,21705,WestJa01,12045,22926aa0-0725-11ef-bcfc-752f39cb55fa,Q124154413,41352,J.Westover,Jack,Jack Westover,"Westover, Jack","Westover, J",Jack Westover,,Jack Westover,Westover,Jack,,1999-06-09,1999,06,09
m52zwd42tm,m52zwd42tm,4035537,23249,00-0036842,18992,NwanKe00,7720,482c1032-765a-48d3-b46e-b47a809dbee4,Q106677430,33507,K.Nwangwu,Kene,Kene Nwangwu,"Nwangwu, Kene","Nwangwu, K",Kene Nwangwu,,Kene Nwangwu,Nwangwu,Kene,,1998-02-09,1998,02,09
m7wzkfhkqw,m7wzkfhkqw,3116164,17272,00-0034829,16149,GesiMi00,4993,1012cbe0-7eba-4169-bfca-183a0204e1a7,Q27899288,31012,M.Gesicki,Michael,Mike Gesicki,"Gesicki, Mike","Gesicki, M",Michael Gesicki,,Mike Gesicki,Gesicki,Mike,,1995-10-03,1995,10,03
m838s3j488,m838s3j488,4575665,25289,00-0039365,21156,CowiJa00,11616,9c145f4f-c9b1-4c2c-b011-8dc40167d0f1,Q113501464,40996,J.Cowing,Jacob,Jacob Cowing,"Cowing, Jacob","Cowing, J",Jacob Cowing,,Jacob Cowing,Cowing,Jacob,,2001-02-04,2001,02,04
m86chm31p0,m86chm31p0,4432577,23071,00-0039163,20280,StroCJ00,9758,7e91086f-9ca4-4bd9-a099-b88b2f37e6c6,Q104856413,40030,C.Stroud,Coleridge,C.J. Stroud,"Stroud, C.J.","Stroud, C",Coleridge Stroud,,C.J. Stroud,Stroud,C.J.,,2001-10-03,2001,10,03
mbxm5vnnmd,mbxm5vnnmd,4685183,27557,00-0040275,22292,RichJP00,12746,46e7a540-22fa-11f0-9b1e-5bbc697f9f6c,Q136705420,42047,J.Richardson,JP,JP Richardson,"Richardson, JP","Richardson, J",JP Richardson,,JP Richardson,Richardson,JP,,2002-03-23,2002,03,23
meqm3br97r,meqm3br97r,4047646,18218,00-0035676,17004,BrowAJ00,5859,a9e580f2-1fbe-46fb-887c-c84089b507e4,Q45189411,31883,A.Brown,Arthur,A.J. Brown,"Brown, A.J.","Brown, A",Arthur Brown,,A.J. Brown,Brown,A.J.,,1997-06-30,1997,06,30
mhj74wzzb8,mhj74wzzb8,4832800,27339,00-0041037,22934,BostDe00,13346,a17e4b32-20bb-4552-855e-0aa3cf0bafab,Q130333034,42661,D.Boston,Denzel,Denzel Boston,"Boston, Denzel","Boston, D",Denzel Boston,,Denzel Boston,Boston,Denzel,,2003-12-06,2003,12,06
mj079tpn4w,mj079tpn4w,4613202,27487,00-0040131,22128,WillKy03,12547,3aa9330e-5201-4e99-ba55-0102f76bfe05,Q132167395,41864,K.Williams,Kyle,Kyle Williams,"Williams, Kyle","Williams, K",Kyle Williams,,Kyle Williams,Williams,Kyle,,2002-11-13,2002,11,13
mk54fj9l2h,mk54fj9l2h,3045147,16447,00-0033553,15306,ConnJa00,4137,28a084c0-14df-499f-bd1f-b975603626b7,Q18097882,30218,J.Conner,James,James Conner,"Conner, James","Conner, J",James Conner,,James Conner,Conner,James,,1995-05-05,1995,05,05
mkzrxscdeh,mkzrxscdeh,4595342,25997,00-0040189,22101,GadsOr01,12493,6af50530-145a-4b34-946d-ce1a7f7d3166,Q114315467,41951,O.Gadsden,Oronde,Oronde Gadsden,"Gadsden, Oronde","Gadsden, O",Oronde Gadsden II,II,Oronde Gadsden II,Gadsden,Oronde,,2003-06-25,2003,06,25
mlm76t1rt0,mlm76t1rt0,4689114,23160,00-0040691,22087,DartJa00,12508,53848cba-bcad-4cd0-bb35-0a1f6ed111d1,Q106993197,41810,J.Dart,Jaxson,Jaxson Dart,"Dart, Jaxson","Dart, J",Jaxson Dart,,Jaxson Dart,Dart,Jaxson,,2003-05-13,2003,05,13
mn89bhmlhm,mn89bhmlhm,3915511,19196,00-0036442,17968,BurrJo01,6770,3023ac10-4e7f-425f-9fc5-2b8e6332c92e,Q56860229,32671,J.Burrow,Joseph,Joe Burrow,"Burrow, Joe","Burrow, J",Joseph Burrow,,Joe Burrow,Burrow,Joe,,1996-12-10,1996,12,10
mpz6hd3gt4,mpz6hd3gt4,4038941,18635,00-0036355,17976,HerbJu00,6797,f0a8f8e3-b9e9-46ed-85e4-eec6452a8a44,Q27734163,32676,J.Herbert,Justin,Justin Herbert,"Herbert, Justin","Herbert, J",Justin Herbert,,Justin Herbert,Herbert,Justin,,1998-03-10,1998,03,10
mqeysvrgnd,mqeysvrgnd,4039057,18590,00-0035406,17049,HumpLi01,5938,b7f930af-ddd2-4a48-9617-96bda81b0334,Q60524318,32494,L.Humphrey,Lil'Jordan,Lil'Jordan Humphrey,"Humphrey, Lil'Jordan","Humphrey, L",Lil'Jordan Humphrey,,Lil'Jordan Humphrey,Humphrey,Lil'Jordan,,1998-04-19,1998,04,19
mqg85b0wld,mqg85b0wld,15847,11594,00-0030506,11842,KelcTr00,1466,c3859e06-5f23-4302-a71b-04820a899d5f,Q7836292,26686,T.Kelce,Travis,Travis Kelce,"Kelce, Travis","Kelce, T",Travis Kelce,,Travis Kelce,Kelce,Travis,,1989-10-05,1989,10,05
mrp29fnjjm,mrp29fnjjm,4372096,25267,00-0038547,20353,SchoLu00,10871,143957a7-4649-4a19-b351-e606edc75ebd,Q114174091,40061,L.Schoonmaker,Luke,Luke Schoonmaker,"Schoonmaker, Luke","Schoonmaker, L",Luke Schoonmaker,,Luke Schoonmaker,Schoonmaker,Luke,,1998-09-28,1998,09,28
mstcb03l7d,mstcb03l7d,4429025,23123,00-0038544,20276,JohnQu02,9754,e648bc98-bc81-44d0-8d4b-b9223c497ff4,Q113276021,40051,Q.Johnston,Quentin,Quentin Johnston,"Johnston, Quentin","Johnston, Q",Quentin Johnston,,Quentin Johnston,Johnston,Quentin,,2001-09-06,2001,09,06
mt2e9e77rd,mt2e9e77rd,4431588,24334,00-0039356,21143,SandJa01,11600,ffd2ff3f-4b56-4232-be8e-bf163c29f406,Q115492173,40995,J.Sanders,Ja'Tavion,Ja'Tavion Sanders,"Sanders, Ja'Tavion","Sanders, J",Ja'Tavion Sanders,,Ja'Tavion Sanders,Sanders,Ja'Tavion,,2003-03-27,2003,03,27
mt75bqenj0,mt75bqenj0,4366963,26194,00-0039407,21175,LaubDy00,11574,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,Q124382622,41054,D.Laube,Dylan,Dylan Laube,"Laube, Dylan","Laube, D",Dylan Laube,,Dylan Laube,Laube,Dylan,,1999-12-14,1999,12,14
mtd655re50,mtd655re50,4361370,20111,00-0037239,19432,OlavCh00,8144,2375d572-a36c-4365-bb3f-87e156526e2f,Q72939793,33966,C.Olave,Chris,Chris Olave,"Olave, Chris","Olave, C",Chris Olave,,Chris Olave,Olave,Chris,,2000-06-27,2000,06,27
mztcpq93m8,mztcpq93m8,4430807,23133,00-0038542,20271,RobiBi01,9509,f78d68c2-f9da-48e7-b954-26b69efd828d,Q104531137,40055,B.Robinson,Bijan,Bijan Robinson,"Robinson, Bijan","Robinson, B",Bijan Robinson,,Bijan Robinson,Robinson,Bijan,,2002-01-30,2002,01,30
nb9dfq04zm,nb9dfq04zm,4243003,23986,00-0037557,19879,RiveRo01,8195,246db560-cb4e-11ec-a667-6354702e3fca,Q113509646,34310,R.Rivers,Ronnie,Ronnie Rivers,"Rivers, Ronnie","Rivers, R",Ronnie Rivers,,Ronnie Rivers,Rivers,Ronnie,,1999-01-31,1999,01,31
nc8268fzd0,nc8268fzd0,4362477,25334,00-0038573,20480,DaviDe02,10234,21bf2521-3382-4e62-8249-a083435595b3,Q115665015,40133,D.Davis,Derius,Derius Davis,"Davis, Derius","Davis, D",Derius Davis,,Derius Davis,Davis,Derius,,2000-09-11,2000,09,11
new1v148yr,new1v148yr,3051738,17528,00-0034272,16312,ValdMa00,5086,e7f0a505-8060-403e-a3b3-9d4e88dda1dc,Q52290858,31144,M.Valdes-Scantling,Marquez,Marquez Valdes-Scantling,"Valdes-Scantling, Marquez","Valdes-Scantling, M",Marquez Valdes-Scantling,,Marquez Valdes-Scantling,Valdes-Scantling,Marquez,,1994-10-10,1994,10,10
nfq4zfzb6m,nfq4zfzb6m,4362628,19788,00-0036900,18775,ChasJa00,7564,fa99e984-d63b-4ef4-a164-407f68a7eeaf,Q71605348,33393,J.Chase,Ja'Marr,Ja'Marr Chase,"Chase, Ja'Marr","Chase, J",Ja'Marr Chase,,Ja'Marr Chase,Chase,Ja'Marr,,2000-03-01,2000,03,01
nftzhtqqjd,nftzhtqqjd,3916148,18705,00-0035261,17067,PollTo00,5967,33b0227d-4c21-4e71-b4cd-be35f7db9123,Q61789041,31960,T.Pollard,Tony,Tony Pollard,"Pollard, Tony","Pollard, T",Tony Pollard,,Tony Pollard,Pollard,Tony,,1997-04-30,1997,04,30
ngq5b60yk4,ngq5b60yk4,4431466,27486,00-0040172,22267,WatkJo00,12634,bd65c350-6044-415a-8749-e70a3b8f86e2,Q131173700,41917,J.Watkins,Jordan,Jordan Watkins,"Watkins, Jordan","Watkins, J",Jordan Watkins,,Jordan Watkins,Watkins,Jordan,,2002-02-15,2002,02,15
nk7q0w601d,nk7q0w601d,4361579,22739,00-0036997,18771,WillJa10,7588,889dcdc5-3d88-45df-9677-5ad7ff87c011,Q100792997,33423,J.Williams,Javonte,Javonte Williams,"Williams, Javonte","Williams, J",Javonte Williams,,Javonte Williams,Williams,Javonte,,2000-04-25,2000,04,25
